"inq_last_6mths","pub_rec","revol_bal","dti","home_ownership"
0,0,7093,15.87," "
0,0,7883,15.61,"n/a"
2,NA,11733,NA," "
1,NA,38873,24.79,"MORTGAGE"
NA,0,9009,34.99,NA
0,0,NA,12.05,"RENT"
0,0,NA,10.5,"RENT"
0,0,7340,13.36," "
3,2,6226,14.91,"n/a"
2,0,10220,22.13,"MORTGAGE"
0,1,15861,19.8,"MORTGAGE"
0,0,25126,11.52,"MORTGAGE"
NA,0,30362,8.37," "
2,NA,NA,9.27,"MORTGAGE"
0,0,10042,6.11," "
1,1,6680,6,"OWN"
1,0,1545,NA,"OWN"
NA,0,NA,39.7,"RENT"
NA,0,24376,NA,NA
NA,0,1719,NA,"RENT"
0,0,11486,12.03,"RENT"
0,0,15984,7.33,"RENT"
1,0,5100,17.48,"RENT"
0,0,24755,20.08,"RENT"
0,0,NA,9.08," "
NA,0,27700,16.68,"MORTGAGE"
0,0,7581,10.86,"RENT"
3,0,10989,16.08,"MORTGAGE"
0,0,7278,20.57,"RENT"
NA,0,22513,NA,"n/a"
0,0,11176,10.99,"RENT"
0,0,31055,NA,"n/a"
1,1,14094,NA,"MORTGAGE"
1,0,NA,20.34," "
0,0,8270,15.06,"MORTGAGE"
0,0,NA,20.47,"RENT"
3,0,6920,9.33,"RENT"
4,1,14784,NA,"MORTGAGE"
0,0,14238,31.45,"MORTGAGE"
1,NA,NA,NA," "
1,0,4830,NA,"RENT"
NA,NA,NA,20.68,"RENT"
0,0,NA,17.34,"RENT"
0,0,NA,NA," "
NA,0,NA,27.49,""
NA,1,3235,NA,"RENT"
0,1,14414,11.19,NA
0,0,NA,35.67,"OWN"
1,0,25151,23.45," "
0,0,NA,30.86,"MORTGAGE"
1,NA,NA,12.94," "
0,NA,5602,14.36," "
NA,0,10772,NA,"OWN"
2,0,NA,20.89,"RENT"
0,0,2663,29.74,"RENT"
NA,0,5451,NA,"OWN"
0,0,NA,18.91,"RENT"
4,1,NA,16.14,""
NA,0,31393,NA,""
0,0,9188,15.33," "
0,NA,NA,29.45,NA
0,NA,9539,NA," "
0,1,9759,20.33,"MORTGAGE"
NA,0,3771,27.58,"RENT"
2,0,163489,31.03," "
2,0,6120,7.23," "
NA,0,9587,NA,""
3,0,NA,7.76,"n/a"
1,1,0,7.29,"MORTGAGE"
NA,0,15456,30.08,"MORTGAGE"
0,0,9622,25.04,"MORTGAGE"
0,1,NA,27.27,"RENT"
1,1,12484,20.46," "
0,0,15984,13.12,"MORTGAGE"
0,1,14373,26.89,"RENT"
2,0,24246,14.46,"MORTGAGE"
4,3,NA,NA,"MORTGAGE"
NA,NA,36960,27.19,"n/a"
0,0,2964,7.98,"RENT"
0,0,3300,22.79,"MORTGAGE"
0,1,1033,21.45,"MORTGAGE"
1,1,5904,12.17," "
0,0,34672,11.61,"n/a"
NA,0,13424,35.98,"RENT"
1,0,17385,36.23," "
0,0,52557,31.12,"MORTGAGE"
NA,0,NA,NA,"MORTGAGE"
NA,0,14429,22.1,"MORTGAGE"
1,0,NA,26.5,"RENT"
0,0,3646,2.77,"RENT"
NA,NA,14953,15.99,""
0,0,NA,23.37,NA
NA,0,NA,11.31," "
0,1,1968,9.9,"MORTGAGE"
0,0,39961,NA,NA
0,0,23230,NA,"MORTGAGE"
2,NA,NA,30.48,"RENT"
0,0,NA,1.97,"MORTGAGE"
NA,0,15064,12.95,NA
0,0,NA,13,"MORTGAGE"
NA,0,NA,27.47,"RENT"
0,0,4754,26.98,"MORTGAGE"
0,NA,13836,NA,"RENT"
NA,0,NA,13.65,""
0,0,24221,11.64,"n/a"
0,NA,13720,39.36,"RENT"
0,0,33661,NA,"MORTGAGE"
2,0,42919,19.15,""
NA,1,NA,24.59,"MORTGAGE"
0,0,22047,NA,NA
0,0,4636,10.72,"RENT"
0,1,NA,20.29,"MORTGAGE"
0,1,NA,13.2,"MORTGAGE"
0,NA,12675,19.84,NA
NA,0,11249,11.94,""
1,0,16702,19.02,"n/a"
NA,NA,NA,21.54,"RENT"
1,0,NA,13.79,"MORTGAGE"
1,0,23162,26.59,""
5,0,9830,5.43,"MORTGAGE"
0,0,3817,NA,"n/a"
0,NA,NA,NA,""
1,0,NA,NA,"n/a"
0,0,9324,NA,"n/a"
1,0,8040,NA,"n/a"
0,0,5864,NA,"MORTGAGE"
4,0,8280,19.44,NA
1,0,3428,15.15,"n/a"
NA,0,10262,16.65," "
0,0,11595,NA,"MORTGAGE"
0,0,10620,21.6,"MORTGAGE"
0,0,5330,NA,"MORTGAGE"
0,0,950,5.49,"MORTGAGE"
NA,0,27539,NA," "
NA,0,NA,NA,"n/a"
0,0,6254,NA,"RENT"
0,0,21654,34.41,"OWN"
0,NA,29436,7.18,"RENT"
0,0,NA,12.63,"MORTGAGE"
NA,0,11636,13.11,"n/a"
1,0,17499,12.53," "
1,0,30797,NA," "
1,0,27190,NA,"RENT"
0,1,NA,6.26,"RENT"
1,0,109798,NA," "
0,0,33382,16.76,"MORTGAGE"
2,0,5704,NA,"n/a"
1,NA,11914,NA,"RENT"
1,0,NA,NA," "
0,0,NA,2.83," "
2,0,5383,15.84,""
0,0,NA,NA,"MORTGAGE"
0,0,NA,31.28,"MORTGAGE"
1,1,9374,NA,"n/a"
0,0,NA,29.39,NA
0,0,20003,22.08,"RENT"
0,0,5185,10.12," "
0,1,20125,34.91,"MORTGAGE"
1,0,NA,26.73,""
1,0,7595,NA,"n/a"
0,0,NA,4.89,"RENT"
0,4,30582,14.52,"MORTGAGE"
0,0,NA,12.94,"RENT"
0,0,32304,13.85,"MORTGAGE"
2,0,NA,9.91,"n/a"
NA,NA,60345,31.19,""
0,0,NA,24.74," "
2,0,10908,12.83,"MORTGAGE"
0,NA,7483,NA," "
NA,1,12571,12.27,"n/a"
NA,0,NA,NA," "
1,0,NA,NA,"RENT"
2,0,10303,6.96,"n/a"
0,0,12557,25.64," "
NA,0,29706,16.71,"MORTGAGE"
NA,0,10637,NA,""
0,0,9693,10.82,NA
2,0,4379,11.48,"MORTGAGE"
0,0,NA,17.5,NA
0,NA,NA,17.58,"RENT"
0,0,7008,18.42,"RENT"
NA,0,5664,18.56,"MORTGAGE"
3,NA,26810,NA," "
1,1,20663,16.14,"MORTGAGE"
0,2,3141,17.67,"RENT"
1,0,14083,16.88,"MORTGAGE"
0,0,NA,NA,"MORTGAGE"
0,0,NA,NA,NA
0,0,3754,NA,"MORTGAGE"
NA,0,4566,26.69,"OWN"
0,0,NA,11.25," "
NA,0,4343,11.35,"MORTGAGE"
3,3,8240,15.64,"MORTGAGE"
1,0,23410,27.73,"MORTGAGE"
1,1,9842,32.17,"n/a"
0,0,NA,NA,"n/a"
0,0,12746,16.03,"MORTGAGE"
1,NA,NA,23.27,"MORTGAGE"
2,1,10092,NA,"RENT"
2,0,NA,10.1," "
0,0,28837,21.89,"MORTGAGE"
0,0,10652,22.51,"RENT"
1,1,11615,23.88,"MORTGAGE"
NA,0,NA,NA," "
1,0,0,20.74,"MORTGAGE"
0,0,154494,22.1,"MORTGAGE"
0,0,16640,8.51,NA
0,0,31174,22.62,"MORTGAGE"
2,0,NA,NA,"OWN"
1,1,19878,7.49,""
0,0,NA,16.02,"MORTGAGE"
0,0,18404,NA,"MORTGAGE"
0,0,9211,NA,"RENT"
1,0,NA,16.53,""
0,1,NA,10.59,"MORTGAGE"
0,0,19260,NA,"RENT"
NA,0,11899,15.11,"RENT"
2,0,11814,24.52," "
2,0,3102,NA,"OWN"
3,0,3889,NA," "
0,0,28273,24.32,"MORTGAGE"
0,1,NA,NA,"MORTGAGE"
0,0,14967,20.26,"n/a"
0,0,NA,14.88,"RENT"
0,0,26750,NA,"RENT"
NA,0,NA,27.65,"OWN"
0,0,35949,17.49," "
0,0,NA,14.72,"RENT"
0,0,8036,32.48,""
0,0,NA,NA,"RENT"
2,1,4575,27.22,"RENT"
0,1,12651,NA,"MORTGAGE"
NA,NA,13945,24.94,"n/a"
NA,0,17069,NA," "
1,1,6295,22.51,"RENT"
0,0,30838,13.46," "
1,0,34635,11.85,"MORTGAGE"
0,0,25022,19.97,"n/a"
1,0,4498,13.68,"RENT"
NA,0,7239,NA,"MORTGAGE"
0,0,13839,15.67,"MORTGAGE"
0,0,NA,33.69,"n/a"
2,NA,12722,NA," "
1,0,11687,NA,"MORTGAGE"
0,NA,NA,22.23," "
0,0,17012,NA,"RENT"
0,0,NA,13.78,"MORTGAGE"
0,0,15294,16.61,"OWN"
1,0,102473,15.67,"MORTGAGE"
6,0,2945,6.99,"RENT"
0,0,9072,16.69," "
1,NA,20780,27.12,"RENT"
0,0,3491,8.75,"RENT"
0,0,23669,NA,"MORTGAGE"
0,0,22878,23.08," "
NA,0,23239,27,"MORTGAGE"
NA,0,6608,3.47,"MORTGAGE"
NA,NA,39878,18.36," "
0,NA,19989,35.99,"MORTGAGE"
1,0,NA,8.78,"OWN"
NA,0,62773,NA,"RENT"
NA,0,40981,29.76," "
0,0,93556,NA,"MORTGAGE"
1,NA,25131,17.87,"RENT"
1,0,29956,28.16,"n/a"
4,NA,41803,NA," "
0,0,11596,20.67,""
1,0,NA,7.28,"RENT"
1,1,10642,NA,"RENT"
0,0,13607,27.24,"RENT"
0,0,10413,21.43,"RENT"
1,0,14837,16.01,"RENT"
0,0,7220,NA," "
1,0,4323,19.74,"MORTGAGE"
1,NA,16701,20.89,"n/a"
NA,0,896,10.78," "
1,1,40550,NA,"n/a"
0,0,4360,19.51,"RENT"
0,NA,17345,16.23,""
0,0,7575,17.68,"RENT"
0,NA,NA,22.43,"OWN"
0,NA,26909,9.13,"MORTGAGE"
1,0,1507,NA," "
0,0,5941,16.56,"MORTGAGE"
1,0,8145,NA,""
NA,0,NA,4.21,"RENT"
0,1,NA,NA,""
0,0,NA,11.14,NA
1,0,8405,17.37,"RENT"
1,0,12885,33.84,"RENT"
0,0,NA,17.27,"MORTGAGE"
0,0,NA,12.38," "
NA,NA,8027,2.79,"OWN"
0,NA,NA,NA,NA
0,0,21851,16.84,"n/a"
0,0,26582,25.44,"n/a"
0,0,NA,23.22," "
2,0,26882,NA,"MORTGAGE"
0,0,NA,NA," "
0,0,NA,17.9,"RENT"
0,0,31367,NA,"MORTGAGE"
NA,0,26995,31.87," "
NA,NA,21695,NA,""
0,0,6293,14.76,NA
0,0,98635,27.22," "
0,0,5848,22.15," "
0,1,6053,24.18,"n/a"
NA,0,27891,26.4,"RENT"
NA,1,2052,13.15," "
NA,1,5401,15.31," "
0,NA,11805,NA,"MORTGAGE"
0,0,6771,12.63,""
0,0,1479,2.17,"OWN"
NA,0,4655,NA,NA
0,0,NA,7.46,"MORTGAGE"
0,0,10904,NA,"OWN"
5,0,16992,NA,"MORTGAGE"
0,0,NA,NA,NA
1,0,13498,30.01,"MORTGAGE"
0,0,1854,17.67," "
1,0,4548,9.75,"RENT"
0,0,8732,NA,"RENT"
0,NA,NA,NA,"RENT"
0,2,5480,9.34,"RENT"
0,0,6491,4.77,"n/a"
0,0,4194,7.13,"MORTGAGE"
0,0,29705,22.52,"n/a"
1,NA,NA,36.93,"MORTGAGE"
0,0,4549,18.53,"RENT"
0,NA,11475,10.73,"RENT"
NA,0,17216,20.28,"n/a"
NA,0,10094,19.43,NA
NA,2,9404,26.51,"n/a"
2,0,15406,NA,"MORTGAGE"
1,0,6233,10.57,"RENT"
0,0,NA,NA," "
NA,0,NA,13.59,"MORTGAGE"
1,0,NA,12.06," "
0,0,25910,27.87,"RENT"
0,0,NA,NA,"MORTGAGE"
1,0,38205,NA,"n/a"
1,0,NA,20.91,"n/a"
2,0,4239,NA," "
2,0,NA,19.77,"n/a"
NA,0,19876,17.64,"RENT"
0,0,6544,21.7,"RENT"
0,0,10916,19.54,"MORTGAGE"
0,0,28178,17.01,"MORTGAGE"
NA,1,6717,NA," "
NA,1,19011,12.43," "
1,0,6659,27.92,"RENT"
0,0,91236,35.08,""
NA,1,NA,NA," "
NA,0,NA,NA,"n/a"
0,0,1869,8.6,"MORTGAGE"
0,0,NA,NA,"MORTGAGE"
0,0,NA,NA,"MORTGAGE"
1,1,537,5.48," "
NA,0,39,NA," "
0,NA,6865,2.97,"n/a"
1,0,11649,15.21," "
0,NA,7784,16.62,"RENT"
0,NA,17434,15.28,"n/a"
0,0,31041,NA,"n/a"
NA,0,16233,23.16,"n/a"
0,0,NA,19.4,"RENT"
1,NA,5705,10.86,NA
NA,1,18966,13.75,NA
0,0,2057,NA,"RENT"
0,0,2633,NA," "
0,0,NA,NA,"RENT"
0,0,6514,16.93," "
1,0,4919,6.17," "
0,0,39706,NA,"MORTGAGE"
0,0,NA,NA,"MORTGAGE"
3,0,NA,15.6,"RENT"
1,0,11445,NA,"MORTGAGE"
1,0,4914,18.08,"RENT"
0,0,NA,28.71,""
0,0,3955,19.04,"MORTGAGE"
1,NA,2754,NA,"RENT"
0,0,5848,NA,"RENT"
NA,0,1428,6.96,"RENT"
1,1,24981,33.82," "
1,0,995,0.67,NA
0,0,NA,16.69,"RENT"
0,0,23201,38.05,"n/a"
1,0,10111,20.61,NA
0,0,NA,16.47,NA
0,0,NA,21.2,""
NA,0,17149,29.12,"MORTGAGE"
NA,0,9983,14.69," "
0,0,11674,14.77," "
NA,0,6657,NA,"RENT"
2,0,1711,24.37,"RENT"
1,0,20097,NA," "
1,NA,4312,16.58,"RENT"
0,0,7475,29.97,""
0,0,3214,30.69,"RENT"
0,1,NA,14.71," "
2,0,8961,21.88,NA
0,0,11874,NA,""
1,0,11575,NA," "
1,0,18199,29.7,"RENT"
2,0,NA,30.52," "
NA,2,NA,17.58,""
NA,0,40097,10.62,"MORTGAGE"
1,0,6182,18.16," "
1,0,7951,17.73," "
1,NA,3438,14.14,NA
1,0,38897,21.87,"MORTGAGE"
NA,NA,22802,5.2,"RENT"
0,1,23754,25.49,"MORTGAGE"
NA,0,14820,26.3," "
0,0,16574,12.88,"MORTGAGE"
1,0,45977,17.9,"MORTGAGE"
1,0,26753,22.2,"MORTGAGE"
0,0,2903,3.48,"RENT"
0,0,9749,7.07," "
NA,0,81306,NA,NA
0,1,9232,11.27," "
0,1,5008,11.64,"n/a"
0,0,8918,NA,NA
1,0,4994,6.27," "
NA,0,NA,18.59,"MORTGAGE"
2,NA,3187,18.17,"RENT"
NA,0,32402,24.1,"RENT"
0,NA,NA,33.27,"MORTGAGE"
0,0,NA,14.65,"n/a"
NA,0,NA,NA,""
NA,NA,38137,NA,NA
NA,0,9942,27.72,"RENT"
NA,0,NA,10.32,"n/a"
0,0,7682,8.67,"RENT"
2,1,5302,NA,"RENT"
1,0,NA,19.42," "
1,1,7273,14.38,"RENT"
0,0,34752,18.12,"OWN"
0,0,24680,NA,"MORTGAGE"
2,0,13709,14.13," "
NA,0,NA,6.93,"RENT"
0,0,17923,5.42,""
5,0,NA,29.97,"OWN"
NA,0,32406,32.24,"RENT"
1,NA,408,NA,"MORTGAGE"
NA,0,NA,NA,"MORTGAGE"
0,0,39682,31.83,"RENT"
1,NA,NA,13," "
3,0,20367,20.4," "
NA,NA,24301,NA,"OWN"
1,0,NA,NA,NA
3,0,15504,25.44,"RENT"
0,0,13848,32.92,"RENT"
NA,1,NA,21.02," "
0,0,NA,22.48,"MORTGAGE"
NA,0,5526,10.65,"RENT"
0,0,NA,26.34,"OWN"
NA,0,11243,NA,"MORTGAGE"
0,0,NA,24.96,"RENT"
0,NA,NA,NA,"RENT"
NA,0,NA,20.75,"RENT"
1,0,10891,24.63,"MORTGAGE"
0,0,25606,14.34,"MORTGAGE"
NA,2,14649,NA,"RENT"
NA,0,8144,29.29,"OWN"
NA,0,13429,23.71,"MORTGAGE"
0,NA,19073,NA,"MORTGAGE"
0,0,9470,10.49,"MORTGAGE"
2,0,NA,18.92," "
NA,0,17575,NA,"RENT"
0,0,26454,16.2,""
0,0,46705,27.49,"MORTGAGE"
NA,0,10755,NA," "
1,0,NA,NA,NA
0,0,48196,14.7," "
1,0,13405,NA,NA
0,1,NA,NA,"MORTGAGE"
0,0,9863,14.39,"RENT"
2,0,NA,9.01,"MORTGAGE"
0,0,NA,NA," "
0,NA,NA,11.99,"MORTGAGE"
4,0,15256,18.53,"MORTGAGE"
0,NA,8564,NA,"RENT"
0,0,9460,NA,"RENT"
0,0,NA,20.95,"n/a"
0,NA,28779,NA,"n/a"
1,0,NA,25.64," "
0,0,22644,11.86," "
0,0,2601,22.13,"MORTGAGE"
NA,0,17125,28.69,"MORTGAGE"
0,1,NA,1.87,"n/a"
3,0,6483,NA,"MORTGAGE"
2,NA,60456,8.86," "
1,0,15058,20.85,NA
1,0,NA,NA,"RENT"
1,0,2209,16,NA
NA,0,12292,22.2,"RENT"
0,0,NA,NA,"RENT"
0,1,7305,18.77,"RENT"
NA,0,NA,24.82,"OWN"
0,NA,8118,10.72," "
0,0,6338,4.57,NA
0,0,4508,20.32,NA
3,1,9362,28.28,"MORTGAGE"
0,1,21748,32.41,"OWN"
0,0,193537,9.62,"OWN"
2,0,27060,28.8,"MORTGAGE"
NA,2,13872,23.42," "
NA,0,NA,32.93,"RENT"
1,0,10686,22.52,"MORTGAGE"
1,0,6848,18.56,"RENT"
NA,0,19226,NA," "
1,0,11500,4.06,"MORTGAGE"
0,0,NA,27.14," "
0,0,8913,24.15,""
0,0,NA,23.16,"RENT"
0,NA,29019,23.91,"RENT"
0,0,11853,17.51,"MORTGAGE"
0,2,NA,19.92,"MORTGAGE"
2,0,21358,NA,"MORTGAGE"
0,0,9302,NA,"RENT"
0,0,18411,15.69,"OWN"
NA,0,3179,NA,"MORTGAGE"
0,0,NA,16.72,NA
1,0,31423,NA,"MORTGAGE"
2,0,31513,32.1,"MORTGAGE"
0,NA,NA,4.29," "
1,0,4354,14.76,"RENT"
1,0,21771,20.62," "
0,1,7130,16.98,NA
1,0,9193,3.19,""
0,0,25825,NA,"RENT"
1,0,8792,NA," "
0,0,39709,19,"n/a"
1,0,9805,9.61," "
NA,0,20665,17.27,"RENT"
0,0,NA,15.98,"RENT"
1,0,49395,NA," "
0,0,11296,16.53,"RENT"
1,0,1500,2.74,"MORTGAGE"
NA,1,NA,8.22,NA
0,1,9235,25.03,"n/a"
0,0,NA,NA,"RENT"
1,0,20219,NA,"MORTGAGE"
0,1,10830,NA," "
0,0,19427,NA,"n/a"
1,0,5291,3.53,"RENT"
1,0,NA,11.52," "
NA,0,NA,NA,"n/a"
0,1,7438,NA,"n/a"
0,0,3859,15.65,"RENT"
0,0,NA,12.75,"MORTGAGE"
0,0,24939,NA,"OWN"
0,0,5673,13.97,NA
0,0,NA,9.9," "
1,0,18518,15.65,"MORTGAGE"
0,0,NA,2.23,"MORTGAGE"
NA,1,NA,8.15,"RENT"
0,1,NA,22.01,"n/a"
1,0,NA,4.14,"MORTGAGE"
NA,1,NA,NA,"RENT"
0,0,9159,33.8,"MORTGAGE"
1,0,5737,NA," "
0,0,16498,15.3," "
NA,NA,10147,NA,"RENT"
0,NA,12837,34.14,"n/a"
0,0,NA,3.06,"RENT"
0,0,NA,NA,"MORTGAGE"
1,0,7361,34.88,"n/a"
1,1,9261,NA," "
0,0,12588,17.88,"RENT"
NA,NA,NA,34.33,"MORTGAGE"
1,NA,4090,6.94,"RENT"
0,0,31808,29.14,"n/a"
1,0,20675,16.79,"n/a"
NA,0,35007,NA,"MORTGAGE"
0,0,17249,12.94," "
0,0,6137,25.36," "
1,0,7089,NA,NA
1,0,8410,21.39,""
0,0,22294,31.28,"MORTGAGE"
0,1,9485,24.77,"RENT"
1,1,9752,NA,NA
0,0,6118,NA,"MORTGAGE"
1,0,21677,NA,"MORTGAGE"
0,0,26617,NA,"MORTGAGE"
1,0,12144,15.31,"RENT"
0,0,NA,NA,"RENT"
0,NA,NA,24.5," "
0,0,56768,23.67," "
NA,0,22021,30.85,"MORTGAGE"
NA,0,NA,27.3," "
NA,0,12990,NA,"n/a"
0,0,5783,4.29,""
1,0,22903,21.82," "
NA,2,2046,NA,"RENT"
1,0,8207,14.98,"RENT"
0,0,2969,4.4,"RENT"
NA,0,20873,29.4,"RENT"
0,0,36304,16.65," "
0,0,1998,NA," "
0,0,NA,14.04," "
0,NA,NA,NA,""
2,1,NA,22.54,"MORTGAGE"
NA,0,NA,21.65," "
1,0,NA,9.04,"RENT"
0,0,7980,16.18," "
0,0,NA,12.91,"n/a"
2,0,29848,27.84,"RENT"
1,0,5782,15.87,"n/a"
0,0,8871,NA,"RENT"
0,0,6079,17.62,"RENT"
NA,0,8441,NA,"OWN"
0,0,25428,9.65,"MORTGAGE"
NA,0,57,0.2," "
0,1,NA,9.99,"RENT"
NA,0,23954,10.74,"OWN"
NA,0,NA,6.35,"MORTGAGE"
0,0,21030,29.3,"MORTGAGE"
1,0,18316,18.41,"MORTGAGE"
0,0,5084,NA,NA
0,0,NA,20.76,NA
0,0,11978,20.31,""
0,0,7127,3.67,"OWN"
0,0,NA,NA,"RENT"
2,0,NA,0.28,"n/a"
NA,1,19264,NA,"MORTGAGE"
0,0,20361,10.3,"RENT"
3,0,5137,6.13,"MORTGAGE"
0,0,NA,9.56,"MORTGAGE"
0,0,11555,24.51,"RENT"
1,0,NA,38.58,""
1,2,NA,16.96,"MORTGAGE"
0,0,58597,NA,""
1,0,NA,25.02,"RENT"
0,0,14561,11.49,"MORTGAGE"
2,0,9317,17.42,"RENT"
2,0,NA,NA,"MORTGAGE"
1,0,35657,NA,"MORTGAGE"
0,NA,10746,16.48," "
1,0,34134,NA,"RENT"
0,0,4592,19.13,"MORTGAGE"
1,0,12093,7.73," "
NA,0,5745,29.71," "
1,0,21589,NA,"RENT"
0,0,30961,21.26,NA
0,0,NA,8.55,"MORTGAGE"
0,0,11663,6.09,"n/a"
NA,0,7013,26.38,"MORTGAGE"
NA,3,NA,33.28,"MORTGAGE"
0,0,1365,0.72,"MORTGAGE"
1,0,17624,32.55,"OWN"
NA,0,69332,32.76,"MORTGAGE"
1,0,15390,NA,"n/a"
0,2,NA,7.8,"RENT"
NA,0,4517,16.96,"RENT"
0,0,3607,NA," "
0,0,NA,NA,"MORTGAGE"
0,0,30728,31.55,"MORTGAGE"
0,5,12464,15.72,"MORTGAGE"
0,1,NA,15.17,""
1,0,16622,14.4,""
1,0,32543,9.88,"RENT"
0,0,12669,NA,"OWN"
2,0,29320,15.18,"n/a"
0,0,31501,10.61,NA
0,0,9738,NA,"RENT"
1,0,41041,21.57,"OWN"
NA,0,2883,14.78,"MORTGAGE"
1,0,47621,24.14,""
NA,NA,3721,37.7,"RENT"
NA,0,2120,35.52,"RENT"
NA,0,5929,18.69," "
1,0,18033,NA," "
0,5,NA,17.9,"n/a"
NA,0,22677,NA,"n/a"
1,0,13502,34,"MORTGAGE"
0,1,7580,NA,"n/a"
0,1,10769,16.5,"RENT"
1,0,NA,1.82,NA
1,0,NA,NA,"RENT"
NA,0,42271,17.44," "
2,0,NA,15.63,"MORTGAGE"
0,0,NA,NA,"RENT"
NA,1,266,26.29,"RENT"
0,0,56356,29.88," "
NA,NA,NA,NA,"n/a"
0,0,21406,NA,"n/a"
0,0,NA,8.46," "
1,0,3688,27.56,"OWN"
1,0,10396,17.94,"RENT"
1,0,29293,35.89,"MORTGAGE"
0,0,21645,NA," "
0,0,30934,14.63,"RENT"
1,1,NA,NA,"MORTGAGE"
1,0,17852,12.79,"RENT"
0,NA,9535,10.9,"n/a"
0,0,8464,NA,"MORTGAGE"
NA,0,NA,NA,NA
NA,0,NA,14.36,"n/a"
0,NA,11400,10.59,"RENT"
0,NA,6986,6.77,"MORTGAGE"
2,0,1414,17.33,"RENT"
0,0,24667,12.41,"RENT"
1,0,38359,25.93,"n/a"
1,1,NA,4.56,"RENT"
1,0,33790,10.38,"MORTGAGE"
NA,0,4596,22.47," "
NA,1,12961,35.15,"MORTGAGE"
0,0,31856,21.17,"OWN"
NA,NA,4436,14.57,NA
0,0,NA,21.74,"MORTGAGE"
NA,0,4269,15.59,"n/a"
0,0,9572,20.63,"MORTGAGE"
0,0,14493,15.18,"OWN"
NA,0,28519,NA,"MORTGAGE"
NA,0,17574,NA," "
0,0,5625,11.96,"n/a"
NA,0,NA,NA,"n/a"
1,0,35570,NA,"MORTGAGE"
0,0,8408,9.57,"RENT"
1,1,NA,NA,"n/a"
0,0,NA,13.9,"MORTGAGE"
NA,0,NA,6.16,"MORTGAGE"
0,0,4179,NA," "
0,0,28925,NA,"RENT"
1,1,NA,15.9,NA
2,1,2410,19.8,"RENT"
NA,0,NA,NA,"RENT"
4,0,NA,32.3,"MORTGAGE"
0,0,NA,20.56,NA
0,0,18008,22.73,"n/a"
1,0,26246,34.4,"n/a"
1,0,11135,17.18," "
0,0,7071,13.7,"RENT"
1,0,NA,NA,NA
0,0,19007,18.69,"n/a"
0,0,21422,NA,"MORTGAGE"
2,0,12438,33.67,"n/a"
0,0,27239,22.95,"MORTGAGE"
NA,0,43165,27.33,"MORTGAGE"
1,0,NA,NA,"n/a"
2,0,NA,28.76,"RENT"
3,0,7270,13.85,"MORTGAGE"
NA,0,8426,NA,"RENT"
1,0,14459,17.04,"n/a"
NA,0,NA,7.08,"MORTGAGE"
0,0,6509,19.71,"MORTGAGE"
0,0,NA,14.72,"MORTGAGE"
1,5,11260,19.22," "
0,0,NA,NA," "
3,1,16677,22.17,"RENT"
1,0,25605,20.04,"MORTGAGE"
NA,0,9478,15.16," "
2,0,6370,NA,"RENT"
1,0,4031,17.4,"MORTGAGE"
NA,0,5701,26.89," "
0,0,NA,12.28,""
0,0,NA,15.51,"MORTGAGE"
0,0,NA,NA,"RENT"
1,NA,NA,NA,NA
NA,0,NA,16.91,"MORTGAGE"
0,0,12453,18.54,NA
0,0,47793,19.41,NA
1,0,23030,13.96,"MORTGAGE"
1,0,0,0,"MORTGAGE"
0,0,30727,NA,""
NA,1,10131,36.19," "
0,0,NA,27.46,"RENT"
0,2,22047,20.06,"MORTGAGE"
1,4,NA,14.82,"RENT"
1,1,NA,NA,"n/a"
NA,0,16529,8.17," "
0,0,12622,29.52,"MORTGAGE"
1,0,NA,39.73,"MORTGAGE"
NA,NA,3864,NA,"MORTGAGE"
1,0,48329,2.77,"MORTGAGE"
0,NA,14153,23.55," "
0,0,19381,13.2," "
2,0,19594,16.97,NA
0,0,29782,31.11,"RENT"
NA,0,NA,14.14,NA
1,0,5970,18.98,"RENT"
1,1,2424,15.04,"MORTGAGE"
2,0,10325,6.61," "
0,0,3806,38.62,"MORTGAGE"
0,0,1752,14.32,"RENT"
0,0,34781,18.59,"MORTGAGE"
1,0,14115,32.43,""
0,0,5515,13.79,"RENT"
1,0,11193,NA,"RENT"
NA,1,NA,33.72,"MORTGAGE"
0,0,66205,NA,"MORTGAGE"
2,0,17648,13.56," "
NA,0,30267,23,"MORTGAGE"
6,0,6900,25.56,"OWN"
NA,0,4251,3.1,"OWN"
0,0,NA,22.91,"MORTGAGE"
2,0,53092,NA," "
1,0,257,9.99," "
1,NA,NA,NA," "
6,0,NA,8.99,"MORTGAGE"
NA,0,114839,23.64,"MORTGAGE"
0,3,1094,6.68,""
3,2,15915,24.79," "
0,0,17825,12.43,"MORTGAGE"
0,1,8854,14.51,"MORTGAGE"
1,NA,NA,NA,"n/a"
2,0,18364,22.49,"RENT"
NA,0,14159,28.54," "
0,0,6398,7.95,""
0,NA,8355,26.14,"MORTGAGE"
2,0,21115,NA,"n/a"
NA,1,NA,7.95,"n/a"
3,0,5764,NA,NA
0,1,NA,10.63,"RENT"
2,NA,15006,8.13,"MORTGAGE"
3,0,43949,14.19,"RENT"
0,0,NA,21.21,"RENT"
1,NA,8617,27.62," "
NA,0,4047,NA,"MORTGAGE"
1,0,NA,23.51," "
0,0,3232,8.99,NA
0,0,NA,38.36,"RENT"
NA,0,16086,9.85," "
NA,0,76670,14.72,"MORTGAGE"
